NCT ID;Title;Status;Phase;Study Type;Enrollment;Conditions
NCT00052390;Doxorubicin and Bevacizumab in Treating Patients With Locally Recurrent or Metastatic Soft Tissue Sarcoma;COMPLETED;['PHASE2'];INTERVENTIONAL;;['Sarcoma']
NCT00373256;A Study Of SU011248 Plus Paclitaxel Versus Bevacizumab Plus Paclitaxel In Patients With Advanced Breast Cancer;COMPLETED;['PHASE3'];INTERVENTIONAL;488.0;['Breast Neoplasms']
NCT00410956;Floxuridine and Dexamethasone as a Hepatic Arterial Infusion and Bevacizumab in Treating Patients With Primary Liver Cancer That Cannot be Removed by Surgery;ACTIVE_NOT_RECRUITING;['PHASE2'];INTERVENTIONAL;55.0;['Liver Cancer']
NCT00665990;Phase I Study of Bevacizumab and Sorafenib Combined With Low Dose Cyclophosphamide in Patients With Refractory Solid Tumors and Leukemia;COMPLETED;['PHASE1'];INTERVENTIONAL;49.0;['Refractory Solid Tumors', 'Leukemia']
NCT00025233;Bevacizumab in Treating Patients With Persistent or Recurrent Cancer of the Cervix;COMPLETED;['PHASE2'];INTERVENTIONAL;50.0;['Cervical Squamous Cell Carcinoma', 'Recurrent Cervical Cancer']
NCT00394433;Docetaxel, Cisplatin, Irinotecan and Bevacizumab (TPCA) in Metastatic Esophageal and Gastric Cancer;COMPLETED;['PHASE2'];INTERVENTIONAL;38.0;['Esophageal Cancer', 'Stomach Cancer']
NCT00588237;Intravenous and Intraperitoneal Paclitaxel, Intraperitoneal Cisplatin, and Intravenous Bevacizumab for the Initial Treatment of Optimal Stage II or III Ovarian, Primary Peritoneal, and Fallopian Tube Cancer;COMPLETED;['PHASE2'];INTERVENTIONAL;42.0;['Ovarian Cancer', 'Primary PERITONEUM', 'Fallopian Tube Cancer']
NCT00217737;Oxaliplatin, Leucovorin Calcium, and Fluorouracil With or Without Bevacizumab in Treating Patients Who Have Undergone Surgery for Stage II Colon Cancer;ACTIVE_NOT_RECRUITING;['PHASE3'];INTERVENTIONAL;3610.0;['Colon Mucinous Adenocarcinoma', 'Colon Signet Ring Cell Adenocarcinoma', 'Lynch Syndrome', 'Stage IIA Colon Cancer AJCC v7', 'Stage IIB Colon Cancer AJCC v7', 'Stage IIC Colon Cancer AJCC v7']
NCT01526837;Bevacizumab (Avastin) Into the Tumor Resection Cavity in Subjects With Glioblastoma Multiforme at First Recurrence;TERMINATED;['PHASE1'];INTERVENTIONAL;1.0;['Glioblastoma Multiforme']
NCT00126633;Gemcitabine, Cisplatin, and Bevacizumab in Treating Patients With Metastatic Pancreatic Cancer;COMPLETED;['PHASE2'];INTERVENTIONAL;53.0;['Pancreatic Cancer']
NCT00442507;Erlotinib and Avastin in Patients With Cancer of the Esophagus or Gastroesophageal Junction;TERMINATED;['PHASE2'];INTERVENTIONAL;6.0;['Esophageal Neoplasms', 'Esophageal Diseases']
NCT00016107;Combination Chemotherapy Plus Bevacizumab in Treating Patients With Metastatic Prostate Cancer;COMPLETED;['PHASE2'];INTERVENTIONAL;72.0;['Adenocarcinoma of the Prostate', 'Hormone-resistant Prostate Cancer', 'Recurrent Prostate Cancer', 'Stage IV Prostate Cancer']
NCT02120807;Certolizumab in Combination With Chemotherapy for Patients With Stage IV Lung Adenocarcinomas;COMPLETED;['PHASE1'];INTERVENTIONAL;30.0;['Stage IV Lung Adenocarcinoma']
NCT04185883;Sotorasib Activity in Subjects With Advanced Solid Tumors With KRAS p.G12C Mutation (CodeBreak 101);RECRUITING;['PHASE1', 'PHASE2'];INTERVENTIONAL;1126.0;['Advanced Solid Tumors', 'Kirsten Rat Sarcoma (KRAS) pG12C Mutation']
NCT00402883;Chemotherapy, Radiotherapy and Bevacizumab in Patients With Unresectable Stage III Non-Small-Cell Lung Cancer;TERMINATED;['PHASE2'];INTERVENTIONAL;5.0;['Lung Cancer']
NCT01661283;SARC016: Study of Everolimus With Bevacizumab to Treat Refractory Malignant Peripheral Nerve Sheath Tumors;COMPLETED;['PHASE2'];INTERVENTIONAL;25.0;['Malignant Peripheral Nerve Sheath Tumors', 'MPNST', 'Sarcoma']
NCT00320541;A Trial of Paclitaxel and Bevacizumab vs. Gemcitabine, Paclitaxel, and Bevacizumab in Advanced Breast Cancer;COMPLETED;['PHASE2'];INTERVENTIONAL;187.0;['Breast Cancer']
NCT00936936;High-dose Chemotherapy for Poor-Prognosis Relapsed Germ-Cell Tumors;COMPLETED;['PHASE2'];INTERVENTIONAL;64.0;['Testicular Cancer']
NCT00121134;Bevacizumab With or Without Cyclophosphamide and Methotrexate: A Pilot Study in Women With Operable Breast Cancer;COMPLETED;['NA'];INTERVENTIONAL;164.0;['Breast Cancer']
NCT00493636;1st or 2nd Line MBC (Metastatic Breast Cancer) With Previous Avastin (Bevacizumab) Therapy;COMPLETED;['PHASE2'];INTERVENTIONAL;160.0;['Breast Cancer']
NCT02997228;Combination Chemotherapy, Bevacizumab, and/or Atezolizumab in Treating Patients With Deficient DNA Mismatch Repair Metastatic Colorectal Cancer, the COMMIT Study;RECRUITING;['PHASE3'];INTERVENTIONAL;120.0;['Metastatic Colorectal Adenocarcinoma', 'Stage IV Colorectal Cancer AJCC v7']
NCT00735436;A Study of Gliadel Followed by Avastin + Irinotecan for Glioblastoma Multiforme (GBM);TERMINATED;['PHASE2'];INTERVENTIONAL;18.0;['Malignant Glioma', 'Glioblastoma Multiforme', 'Gliosarcoma']
NCT01498328;A Study of Rindopepimut/GM-CSF in Patients With Relapsed EGFRvIII-Positive Glioblastoma;COMPLETED;['PHASE2'];INTERVENTIONAL;127.0;['Glioblastoma', 'Small Cell Glioblastoma', 'Giant Cell Glioblastoma', 'Gliosarcoma', 'Glioblastoma With Oligodendroglial Component', 'Recurrent Glioblastoma', 'Relapsed Glioblastoma']
NCT00548418;Topotecan, Cisplatin and Bevacizumab for Recurrent/Persistent Cervical Cancer;COMPLETED;['PHASE2'];INTERVENTIONAL;27.0;['Cervical Cancer']
NCT02000102;Outcomes of Diabetic Macula Edema Patients Switched to Aflibercept From Bevacizumab and/or Ranibizumab;COMPLETED;;OBSERVATIONAL;14.0;['Diabetic Macular Edema']
NCT00250978;Ph I:Bevacizumab + Chemotherapy in Pts w/Malig Pleural Effusion Due to Adv NSCLC;COMPLETED;['PHASE1'];INTERVENTIONAL;15.0;['Carcinoma, Non-Small-Cell Lung']
NCT02724878;Study of Atezolizumab + Bevacizumab in Patients With Advanced Non-Clear Cell Renal Cell Carcinoma;ACTIVE_NOT_RECRUITING;['PHASE2'];INTERVENTIONAL;65.0;['Advanced Non-Clear Cell Kidney Cancer']
NCT01478178;Safety Study of VAL-083 in Patients With Recurrent Malignant Glioma;COMPLETED;['PHASE1', 'PHASE2'];INTERVENTIONAL;55.0;['Glioma', 'Glioblastoma', 'Glioblastoma Multiforme', 'GBM', 'Brain Cancer']
NCT00996502;Study of Bevacizumab and Erlotinib for Patients With Hormone Refractory Prostate Cancer;TERMINATED;['PHASE1', 'PHASE2'];INTERVENTIONAL;4.0;['Prostate Cancer']
NCT02853318;Pembrolizumab, Bevacizumab, and Cyclophosphamide in Treating Patients With Recurrent Ovarian, Fallopian Tube, or Primary Peritoneal Cancer;COMPLETED;['PHASE2'];INTERVENTIONAL;40.0;['Fallopian Tube Clear Cell Adenocarcinoma', 'Fallopian Tube Endometrioid Adenocarcinoma', 'Fallopian Tube Mucinous Adenocarcinoma', 'Fallopian Tube Serous Adenocarcinoma', 'Ovarian Clear Cell Adenocarcinoma', 'Ovarian Endometrioid Adenocarcinoma', 'Ovarian Mucinous Adenocarcinoma', 'Ovarian Serous Adenocarcinoma', 'Primary Peritoneal Serous Adenocarcinoma', 'Recurrent Fallopian Tube Carcinoma', 'Recurrent Ovarian Carcinoma', 'Recurrent Primary Peritoneal Carcinoma', 'Undifferentiated Fallopian Tube Carcinoma', 'Undifferentiated Ovarian Carcinoma']
NCT01454102;Study of Nivolumab (BMS-936558) in Combination With Gemcitabine/Cisplatin, Pemetrexed/Cisplatin, Carboplatin/Paclitaxel, Bevacizumab Maintenance, Erlotinib, Ipilimumab or as Monotherapy in Subjects With Stage IIIB/IV Non-small Cell Lung Cancer (NSCLC) (CheckMate 012);COMPLETED;['PHASE1'];INTERVENTIONAL;472.0;['Non-small Cell Lung Cancer']
NCT00572078;Sorafenib and Bevacizumab in Combination With Paclitaxel in Patients With Solid Tumors;COMPLETED;['PHASE1'];INTERVENTIONAL;27.0;['SOLID TUMORS']
NCT02187302;CRLX101(NLG207) in Combination With Bevacizumab for Metastatic Renal Cell Carcinoma (mRCC) Versus Standard of Care (SOC);COMPLETED;['PHASE2'];INTERVENTIONAL;115.0;['Metastatic Renal Cell Carcinoma']
NCT04516278;A 3-month Study to Assess the Safety of ONS-5010 in Subjects With Visual Impairment Due to Retinal Disorders;COMPLETED;['PHASE3'];INTERVENTIONAL;195.0;['Age-related Macular Degeneration', 'Neovascular Age-related Macular Degeneration', 'Wet Macular Degeneration', 'BRVO - Branch Retinal Vein Occlusion', 'Diabetic Macular Edema']
NCT00203502;Primary Systemic Therapy in Operable/Locally Advanced Breast Cancer;COMPLETED;['PHASE2'];INTERVENTIONAL;40.0;['Breast Cancer']
NCT00597402;Avastin in Combination With Radiation (XRT) & Temozolomide, Followed by Avastin, Temozolomide and Irinotecan for Glioblastoma (GBM) and Gliosarcomas;COMPLETED;['PHASE2'];INTERVENTIONAL;125.0;['Glioblastoma', 'Gliosarcoma', 'Brain Tumor']
NCT02348918;Phase 2 Randomized Clinical Trial of Luminate® as Compared to Avastin® in the Treatment of Diabetic Macular Edema;COMPLETED;['PHASE2'];INTERVENTIONAL;218.0;['Diabetic Macular Edema']
NCT00100841;Phase II Trial of FOLFOX6, Bevacizumab and Cetuximab in Patients With Colorectal Cancer;COMPLETED;['PHASE2'];INTERVENTIONAL;66.0;['Adenocarcinoma of the Rectum', 'Mucinous Adenocarcinoma of the Colon', 'Recurrent Colon Cancer', 'Recurrent Rectal Cancer', 'Signet Ring Adenocarcinoma of the Colon', 'Stage IV Colon Cancer', 'Stage IV Rectal Cancer']
NCT00121836;A Study of Xeloda (Capecitabine) in Women With HER2-Negative Metastatic Breast Cancer;COMPLETED;['PHASE4'];INTERVENTIONAL;109.0;['Breast Cancer']
NCT00336323;A Phase 2 Evaluation of Anti-VEGF Therapy for Diabetic Macular Edema: Bevacizumab (Avastin);COMPLETED;['PHASE2'];INTERVENTIONAL;121.0;['Diabetic Retinopathy']
NCT04857684;SBRT + Atezolizumab + Bevacizumab in Resectable HCC;RECRUITING;['EARLY_PHASE1'];INTERVENTIONAL;20.0;['Hepatocellular Carcinoma', 'Resectable Hepatocellular Carcinoma']
NCT03942328;Modified Immune Cells (Autologous Dendritic Cells) and a Vaccine (Prevnar) After High-Dose External Beam Radiation Therapy in Treating Patients With Unresectable Liver Cancer;RECRUITING;['PHASE1', 'PHASE2'];INTERVENTIONAL;54.0;['Stage III Hepatocellular Carcinoma AJCC v8', 'Stage III Intrahepatic Cholangiocarcinoma AJCC v8', 'Stage IV Hepatocellular Carcinoma AJCC v8', 'Stage IV Intrahepatic Cholangiocarcinoma AJCC v8', 'Unresectable Hepatocellular Carcinoma', 'Unresectable Intrahepatic Cholangiocarcinoma']
NCT00613028;Ph II Bev + Either Temozolomide/Etoposide for GBM Pts Who Have Failed Bev + Irinotecan;COMPLETED;['PHASE2'];INTERVENTIONAL;23.0;['Glioblastoma', 'Gliosarcoma']
NCT00321828;Combination Chemotherapy and Bevacizumab in Treating Patients With Stage IV Colon Cancer That Cannot Be Removed By Surgery;COMPLETED;['PHASE2'];INTERVENTIONAL;90.0;['Colorectal Cancer']
NCT00281528;Weekly vs. Every 2 Week vs. Every 3 Week Administration of ABI-007 (Abraxane)/Bevacizumab Combination in Metastatic Breast Cancer;TERMINATED;['PHASE2'];INTERVENTIONAL;208.0;['Breast Neoplasms', 'Neoplasm Metastasis']
NCT00242502;Efficacy and Safety Study of Bevacizumab and Erlotinib to Treat Primary Liver Cancer That Cannot be Removed By Surgery;COMPLETED;['PHASE2'];INTERVENTIONAL;62.0;['Hepatocellular Carcinoma', 'Liver Cancer']
NCT05445778;Mirvetuximab Soravtansine With Bevacizumab Versus Bevacizumab as Maintenance in Platinum-sensitive Ovarian, Fallopian Tube, or Peritoneal Cancer (GLORIOSA);RECRUITING;['PHASE3'];INTERVENTIONAL;418.0;['Ovarian Cancer', 'Peritoneal Cancer', 'Fallopian Tube Cancer']
NCT00357318;Bevacizumab and Sunitinib in Treating Patients With Solid Tumors;COMPLETED;['PHASE1'];INTERVENTIONAL;60.0;['Unspecified Adult Solid Tumor, Protocol Specific']
NCT00464178;A Phase II Study of Bevacizumab and Bortezomib in Patients With Relapsed/Refractory Multiple Myeloma;TERMINATED;['PHASE2'];INTERVENTIONAL;7.0;['Multiple Myeloma']
NCT04421378;A Study of Selinexor in Combination With Standard of Care Therapy for Newly Diagnosed or Recurrent Glioblastoma;TERMINATED;['PHASE1', 'PHASE2'];INTERVENTIONAL;74.0;['Glioblastoma Multiforme']
NCT00942578;A Phase 2 Trial of Bevacizumab, Lenalidomide, Docetaxel, and Prednisone (ART-P) for Treatment of Metastatic Castrate-Resistant Prostate Cancer;COMPLETED;['PHASE2'];INTERVENTIONAL;63.0;['Metastatic Prostate Cancer']
NCT02292758;Irinotecan and Cetuximab With or Without Bevacizumab in Treating Patients With RAS Wild-Type Locally Advanced or Metastatic Colorectal Cancer That Cannot Be Removed by Surgery;COMPLETED;['PHASE2'];INTERVENTIONAL;36.0;['Colorectal Adenocarcinoma', 'RAS Wild Type', 'Stage IV Colorectal Cancer AJCC v7', 'Stage IVA Colorectal Cancer AJCC v7', 'Stage IVB Colorectal Cancer AJCC v7']
NCT00096278;Fluorouracil, Leucovorin, and Oxaliplatin With or Without Bevacizumab in Treating Patients Who Have Undergone Surgery for Stage II or Stage III Colon Cancer;COMPLETED;['PHASE3'];INTERVENTIONAL;2710.0;['Colon Adenocarcinoma', 'Stage IIA Colon Cancer AJCC v7', 'Stage IIB Colon Cancer AJCC v7', 'Stage IIC Colon Cancer AJCC v7', 'Stage IIIA Colon Cancer AJCC v7', 'Stage IIIB Colon Cancer AJCC v7', 'Stage IIIC Colon Cancer AJCC v7']
NCT00462423;Abraxane and Avastin as Therapy for Patients With Malignant Melanoma, a Phase II Study;COMPLETED;['PHASE2'];INTERVENTIONAL;50.0;['Metastatic Malignant Melanoma']
NCT01468623;Study Comparing Optimized 5-FU Dosing and Standard Dosing in Metastatic Colorectal Cancer Patients Treated With mFOLFOX6;TERMINATED;['PHASE4'];INTERVENTIONAL;51.0;['Colorectal Cancer, Metastatic']
NCT03423823;Ziv-aflibercept Efficacy in Better Regulating AMD;COMPLETED;['PHASE2'];INTERVENTIONAL;62.0;['Wet Macular Degeneration', 'Wet Age-related Macular Degeneration']
NCT01749384;Tivantinib and Bevacizumab in Treating Patients With Solid Tumors That Are Metastatic or Cannot Be Removed by Surgery;COMPLETED;['PHASE1'];INTERVENTIONAL;12.0;['Solid Neoplasm']
NCT00537823;Pre- and Post-operative FOLFOX Based Therapy for Patients With Colorectal Cancer With Liver Involvement;TERMINATED;['PHASE2'];INTERVENTIONAL;9.0;['Colorectal Cancer', 'Metastases']
NCT04929223;A Study Evaluating the Safety and Efficacy of Targeted Therapies in Subpopulations of Patients With Metastatic Colorectal Cancer (INTRINSIC);RECRUITING;['PHASE1'];INTERVENTIONAL;422.0;['Metastatic Colorectal Cancer']
NCT00335829;Bevacizumab and Chemoembolization in Treating Patients With Liver Cancer That Cannot Be Removed By Surgery;COMPLETED;['PHASE2'];INTERVENTIONAL;26.0;['Liver Cancer']
NCT05330429;Study of Magrolimab Given Together With FOLFIRI/BEV in Patients With Previously Treated Advanced Inoperable Metastatic Colorectal Cancer (mCRC);RECRUITING;['PHASE2'];INTERVENTIONAL;135.0;['Metastatic Colorectal Cancer']
NCT00118261;Erlotinib, Modified FOLFOX6, and Bevacizumab as First-Line Therapy Metastatic Colorectal Cancer;COMPLETED;['PHASE1'];INTERVENTIONAL;17.0;['Colorectal Cancer']
NCT01139723;A Study of the Safety and Pharmacokinetics of MINT1526A, Administered Intravenously As a Single Agent and in Combination With Bevacizumab to Patients With Advanced Solid Tumors;COMPLETED;['PHASE1'];INTERVENTIONAL;54.0;['Solid Cancers']
NCT00866723;Avastin in Patients With Epithelial Ovarian, Primary Peritoneal Serous or Fallopian Tube Cancer;TERMINATED;['PHASE2'];INTERVENTIONAL;5.0;['Ovarian Cancer', 'Primary Peritoneal Serous Cancer', 'Fallopian Tube Cancer']
NCT02715284;Study of TSR-042, an Anti-programmed Cell Death-1 Receptor (PD-1) Monoclonal Antibody, in Participants With Advanced Solid Tumors;RECRUITING;['PHASE1'];INTERVENTIONAL;740.0;['Neoplasms']
NCT02490878;Corticosteroids + Bevacizumab vs. Corticosteroids + Placebo (BEST) for Radionecrosis After Radiosurgery for Brain Metastases;TERMINATED;['PHASE2'];INTERVENTIONAL;19.0;['Radionecrosis', 'Brain Metastases']
NCT02743078;Optune® Plus Bevacizumab in Bevacizumab-Refractory Recurrent Glioblastoma;TERMINATED;['PHASE2'];INTERVENTIONAL;3.0;['Glioblastoma', 'Glioma', 'Gliosarcoma']
NCT01198158;Everolimus With or Without Bevacizumab in Treating Patients With Advanced Kidney Cancer That Progressed After First-Line Therapy;TERMINATED;['PHASE3'];INTERVENTIONAL;77.0;['Clear Cell Renal Cell Carcinoma', 'Recurrent Renal Cell Carcinoma', 'Stage III Renal Cell Cancer AJCC v7', 'Stage IV Renal Cell Cancer AJCC v7']
NCT00097578;A Study of Avastin With Chemotherapy for Treatment of Metastatic or Advanced and Unresectable Colorectal Adenocarcinoma;COMPLETED;;OBSERVATIONAL;1953.0;['Colorectal Cancer']
NCT00354978;Study of FOLFIRI Plus Bevacizumab in Colorectal Cancer Patients;COMPLETED;['PHASE2'];INTERVENTIONAL;49.0;['Colorectal Cancer']
NCT00870636;Use of Pan-vascular Endothelial Growth Factor Receptor (Pan-VEGF) Blockade for the Treatment of Retinopathy of Prematurity (ROP) (Compassionate Use BLOCK-ROP);NO_LONGER_AVAILABLE;;EXPANDED_ACCESS;;['Retinopathy of Prematurity']
NCT00762034;A Study of Pemetrexed, Carboplatin and Bevacizumab in Participants With Nonsquamous Non-Small Cell Lung Cancer;COMPLETED;['PHASE3'];INTERVENTIONAL;939.0;['Non-small Cell Lung Cancer']
NCT05410301;Golden Halo, Static Magnetic and Electric Field Device, in Recurrent Glioblastoma;WITHDRAWN;['NA'];INTERVENTIONAL;0.0;['Glioblastoma', 'Recurrent Glioblastoma']
NCT01514123;Study of VGX-100 Administered Alone and Co-administered With Bevacizumab in Adult Subjects With Advanced Solid Tumors;COMPLETED;['PHASE1'];INTERVENTIONAL;43.0;['Neoplasms', 'Cancer']
NCT03661723;Pembrolizumab and Reirradiation in Bevacizumab Naïve and Bevacizumab Resistant Recurrent Glioblastoma;ACTIVE_NOT_RECRUITING;['PHASE2'];INTERVENTIONAL;60.0;['Glioblastoma']
NCT00974584;A Study of the Safety and Pharmacology Of PI3-Kinase Inhibitor GDC-0941 In Combination With Either Paclitaxel And Carboplatin (With or Without Bevacizumab) or Pemetrexed, Cisplatin, And Bevacizumab in Patients With Advanced Non-Small Cell Lung Cancer;COMPLETED;['PHASE1'];INTERVENTIONAL;65.0;['Non-Squamous Non-Small Cell Lung Cancer']
NCT00970684;Bevacizumab, Docetaxel, and Gemcitabine Patients With Stage IIIB, Stage IV, or Recurrent Non-Small Cell Lung Cancer;COMPLETED;['PHASE2'];INTERVENTIONAL;13.0;['Lung Cancer']
NCT01740258;Bevacizumab Beyond Progression (BBP);COMPLETED;['PHASE2'];INTERVENTIONAL;68.0;['Malignant Glioma', 'Grade 4 Malignant Glioma', 'Glioblastoma', 'Gliosarcoma']
NCT03032484;TVB- 2640 in Combination With Bevacizumab in Patients With First Relapse of High Grade Astrocytoma;COMPLETED;['PHASE2'];INTERVENTIONAL;25.0;['Astrocytoma']
NCT03141684;Testing Atezolizumab Alone or Atezolizumab Plus Bevacizumab in People With Advanced Alveolar Soft Part Sarcoma;RECRUITING;['PHASE2'];INTERVENTIONAL;63.0;['Metastatic Alveolar Soft Part Sarcoma', 'Unresectable Alveolar Soft Part Sarcoma']
NCT01399684;A Study Evaluating the Efficacy and Safety of MEGF0444A Dosed to Progression in Combination With Bevacizumab and mFOLFOX-6 in Participants With Previously Untreated Metastatic Colorectal Cancer;COMPLETED;['PHASE2'];INTERVENTIONAL;127.0;['Metastatic Colorectal Cancer']
NCT00043823;Avastin and Tarceva for Locally Advanced or Metastatic Non-Squamous Non-Small-Cell Lung Cancer;COMPLETED;['PHASE1', 'PHASE2'];INTERVENTIONAL;41.0;['Lung Cancer']
NCT05211323;A Study to Determine Whether Chemotherapy and Atezolizumab is Better Than Chemotherapy, Bevacizumab and Atezolizumab in Patients With Advanced Liver Cancer;RECRUITING;['PHASE2'];INTERVENTIONAL;88.0;['Combined Hepatocellular Carcinoma and Cholangiocarcinoma', 'Stage III Liver Cancer', 'Stage IV Liver Cancer']
NCT00884741;Temozolomide and Radiation Therapy With or Without Bevacizumab in Treating Patients With Newly Diagnosed Glioblastoma;COMPLETED;['PHASE3'];INTERVENTIONAL;637.0;['Glioblastoma', 'Gliosarcoma', 'Supratentorial Glioblastoma']
NCT04171141;Study to Test the Safety and Tolerability of PF-07062119 in Patients With Selected Advanced or Metastatic Gastrointestinal Tumors.;TERMINATED;['PHASE1'];INTERVENTIONAL;78.0;['Gastrointestinal Tumors', 'Colorectal Adenocarcinomas', 'Gastric Adenocarcinomas', 'Esophageal Adenocarcinomas']
NCT00735241;FOLFOX6 Plus Sir-Spheres Microspheres Plus Avastin in Patients With Nonresectable Liver Metastases From Colorectal Carcinoma;WITHDRAWN;['PHASE2', 'PHASE3'];INTERVENTIONAL;0.0;['Colorectal Carcinoma', 'Liver Metastases']
NCT00654836;Carboplatin, Paclitaxel, and Bevacizumab in Treating Patients With Locally Recurrent or Metastatic Breast Cancer;COMPLETED;['PHASE2'];INTERVENTIONAL;32.0;['Breast Cancer']
NCT00130728;A Study to Evaluate the Efficacy of Bevacizumab in Combination With Tarceva for Advanced Non-Small Cell Lung Cancer;COMPLETED;['PHASE3'];INTERVENTIONAL;636.0;['Non-Small Cell Lung Cancer']
NCT00632541;A Phase II Study of Bevacizumab + Sorafenib in Metastatic Breast Cancer;TERMINATED;['PHASE2'];INTERVENTIONAL;18.0;['Metastatic Breast Cancer']
NCT01055028;Paclitaxel + Bevacizumab (Avastin) for the Treatment of Metastatic or Unresectable Angiosarcoma;TERMINATED;['PHASE2'];INTERVENTIONAL;18.0;['Angiosarcomas', 'Soft Tissue Sarcoma']
NCT01397695;Topical Bevacizumab for the Management of Recurrent Epistaxis in Patients With Hereditary Hemorrhagic Telangiectasia (HHT);COMPLETED;['PHASE2'];INTERVENTIONAL;20.0;['Hereditary Hemorrhagic Telangiectasia (HHT)']
NCT00816595;Pentostatin, Cyclophosphamide, and Rituximab With or Without Bevacizumab in Treating Patients With B-Cell Chronic Lymphocytic Leukemia or Small Lymphocytic Lymphoma;COMPLETED;['PHASE2'];INTERVENTIONAL;68.0;['Leukemia', 'Lymphoma']
NCT01435395;Trial of Temozolomide, Bevacizumab Plus Bortezomib for Recurrent Glioblastoma Multiforme;COMPLETED;['PHASE1'];INTERVENTIONAL;12.0;['Glioblastoma Multiforme']
NCT00625898;BETH Study: Treatment of HER2 Positive Breast Cancer With Chemotherapy Plus Trastuzumab vs Chemotherapy Plus Trastuzumab Plus Bevacizumab;TERMINATED;['PHASE3'];INTERVENTIONAL;3509.0;['Breast Cancer']
NCT00028834;Bevacizumab and Gemcitabine in Treating Patients With Advanced Pancreatic Cancer;COMPLETED;['PHASE2'];INTERVENTIONAL;50.0;['Adenocarcinoma of the Pancreas', 'Recurrent Pancreatic Cancer', 'Stage III Pancreatic Cancer', 'Stage IV Pancreatic Cancer']
NCT05039801;IACS-6274 With or Without Bevacizumab and Paclitaxel for the Treatment of Advanced Solid Tumors;RECRUITING;['PHASE1'];INTERVENTIONAL;54.0;['Advanced Endometrial Carcinoma', 'Advanced Head and Neck Squamous Cell Carcinoma', 'Advanced Malignant Solid Neoplasm', 'Advanced Melanoma', 'Advanced Ovarian Clear Cell Adenocarcinoma', 'Chondrosarcoma', 'Clinical Stage III Cutaneous Melanoma AJCC v8', 'Clinical Stage IV Cutaneous Melanoma AJCC v8', 'Pathologic Stage III Cutaneous Melanoma AJCC v8', 'Pathologic Stage IIIA Cutaneous Melanoma AJCC v8', 'Pathologic Stage IIIB Cutaneous Melanoma AJCC v8', 'Pathologic Stage IIIC Cutaneous Melanoma AJCC v8', 'Pathologic Stage IIID Cutaneous Melanoma AJCC v8', 'Pathologic Stage IV Cutaneous Melanoma AJCC v8', 'Recurrent Ovarian High Grade Serous Adenocarcinoma', 'Refractory Endometrial Carcinoma', 'Refractory Head and Neck Squamous Cell Carcinoma', 'Refractory Melanoma', 'Refractory Ovarian Clear Cell Adenocarcinoma', 'Refractory Ovarian High Grade Serous Adenocarcinoma', 'Stage III Ovarian Cancer AJCC v8', 'Stage III Uterine Corpus Cancer AJCC v8', 'Stage IIIA Ovarian Cancer AJCC v8', 'Stage IIIA Uterine Corpus Cancer AJCC v8', 'Stage IIIA1 Ovarian Cancer AJCC v8', 'Stage IIIA2 Ovarian Cancer AJCC v8', 'Stage IIIB Ovarian Cancer AJCC v8', 'Stage IIIB Uterine Corpus Cancer AJCC v8', 'Stage IIIC Ovarian Cancer AJCC v8', 'Stage IIIC Uterine Corpus Cancer AJCC v8', 'Stage IIIC1 Uterine Corpus Cancer AJCC v8', 'Stage IIIC2 Uterine Corpus Cancer AJCC v8', 'Stage IV Ovarian Cancer AJCC v8', 'Stage IV Uterine Corpus Cancer AJCC v8', 'Stage IVA Ovarian Cancer AJCC v8', 'Stage IVA Uterine Corpus Cancer AJCC v8', 'Stage IVB Ovarian Cancer AJCC v8', 'Stage IVB Uterine Corpus Cancer AJCC v8']
NCT00150657;Study of Carboplatin/Gemcitabine Plus Bevacizumab in Advanced Lung Cancer;UNKNOWN;['PHASE2'];INTERVENTIONAL;45.0;['Non-Small Cell Lung Cancer']
NCT03387098;QUILT-3.070:Pancreatic Cancer Vaccine: Subjects With Pancreatic Cancer Who Have Progressed on or After Standard-of-care Therapy;UNKNOWN;['PHASE1', 'PHASE2'];INTERVENTIONAL;173.0;['Pancreatic Cancer']
NCT00601198;A Study of Amifostine (Ethyol) in Patients With Colorectal Cancer;TERMINATED;['PHASE2'];INTERVENTIONAL;4.0;['Colorectal Cancer']
NCT03476798;Bevacizumab and Rucaparib in Recurrent Carcinoma of the Cervix or Endometrium;COMPLETED;['PHASE2'];INTERVENTIONAL;49.0;['Cervical Cancer', 'Endometrial Cancer']
NCT02971501;Osimertinib With or Without Bevacizumab in Treating Patients With EGFR Positive Non-small Cell Lung Cancer and Brain Metastases;ACTIVE_NOT_RECRUITING;['PHASE2'];INTERVENTIONAL;112.0;['Metastatic Lung Non-Small Cell Carcinoma', 'Metastatic Malignant Neoplasm in the Brain', 'Stage IV Lung Cancer AJCC v8']
NCT00417976;Gemcitabine, Infusional 5 Fluorouracil and Bevacizumab in Patients With Advanced Pancreas Cancer;COMPLETED;['PHASE2'];INTERVENTIONAL;42.0;['Pancreatic Cancer']
NCT00592176;The Effect of Bevacizumab (Avastin) on Pterygium;COMPLETED;['PHASE2'];INTERVENTIONAL;5.0;['Pterygium']
NCT01113476;Nab-paclitaxel, Gemcitabine, and Bevacizumab in Advanced Malignancies;COMPLETED;['PHASE1'];INTERVENTIONAL;176.0;['Advanced Cancer']
